"Pardijs op aarde","1992-00-00","CD"
"Ik kan het niet meer aan","1990-00-00","Vinyl 7''"
"God in frankrijk","1991-00-00","Vinyl 7''"
"Sigmund Freud's party","1980-00-00","Vinyl 7''"
"Euro-vision","1980-00-00","Vinyl 7''"
"Euro-vision","1980-00-00","Vinyl 7''"
"Johnny B. goode","1987-00-00","Vinyl 7''"
"We are getting old","1980-00-00","Vinyl 7''"
"Euro-vision","1980-00-00","Vinyl 7''"
"Don't leave me on sunday","1987-00-00","Vinyl 7''"
"'k Heb nu geen zin","1994-00-00","CD"
"Aan de overkant","1991-00-00","Vinyl 7''"
"Zonder jou","1992-00-00","CD"
"Magie","1992-00-00","CD"
"Vurige tongen","1992-00-00","CD"
"De strijd","1992-00-00","CD"
"Teken van leven","1992-00-00","CD"
"Machine","1972-00-00","Vinyl 7''"
"Fatsoen","1994-00-00","CD"
"Oorlog en vrede","1994-00-00","CD"
"Vertrouwen","1995-00-00","CD"
"Geronimo","1974-00-00","Vinyl 7''"
"Geronimo","1974-00-00","Vinyl 7''"
"All american fitness center","1983-00-00","Vinyl 7''"
"Zonder verhaal","1989-00-00","CD"
"Down the river","1993-00-00","CD"
"Money in my wallet","1980-00-00","Vinyl 7''"
"One more night","1992-00-00","Vinyl 7''"
"Ode to Hilde","1981-00-00","Vinyl 7''"
"I send you","1988-00-00","Vinyl 7''"
"Fallen equilibrist","1979-00-00","Vinyl 7''"
"Danser avec toi","1966-00-00","Vinyl 7''"
"My friend Stan","1993-00-00","CD"
"Hide away","1993-00-00","CD"
"I'm sad","1978-00-00","Vinyl 7''"
"The last dance","1982-00-00","Vinyl 7''"
"Luna Rossa","1968-00-00","Vinyl 7''"
"Twice a day","1990-00-00","Vinyl 7''"
"Tell that girl","1991-00-00","Vinyl 7''"
"The lies in your eyes","1982-00-00","Vinyl 7''"
"Blondje - rock","1961-00-00","Vinyl 7''"
"I'll give all I've got","1989-00-00","Vinyl 7''"
"5 dagen op 7","1992-00-00","Vinyl 7''"
"Buddy is holly","1971-00-00","Vinyl 7''"
"Le Brabant sonne","1980-00-00","Vinyl 7''"
"Mailtrain","1983-00-00","Vinyl 7''"
"Chain gang","1983-00-00","Vinyl 7''"
"Fish on the hook","1985-00-00","Vinyl 7''"
"King where's my money","1982-00-00","Vinyl 7''"
"Don't be cruel","1981-00-00","Vinyl 7''"
"Frozen faces","1981-00-00","Vinyl 7''"
"Last letter home","1992-00-00","Vinyl 7''"
"A man needs a plan","1992-00-00","Vinyl 7''"
"Little sweet taste","1994-00-00","CD"
"Your trip is not like mine","1968-00-00","Vinyl 7''"
"Aurelie","1965-00-00","Vinyl 7''"
"My baby choo choo","1975-00-00","Vinyl 7''"
"Fly","1992-00-00","Vinyl 7''"
"Cruising down on mainstreet","1985-00-00","Vinyl 7''"
"Bluesette","1964-00-00","Vinyl 7''"
"Whistle while you work","1959-00-00","Vinyl 7''"
"Toots Thielemans whistles, plays guitar and harmonica","1961-00-00","Vinyl 7''"
"One more Toots","1961-00-00","Vinyl 7''"
"Fire brigade","1993-00-00","Vinyl 7''"
"Sleepy lagoon","1959-00-00","Vinyl 7''"
"Sparkling jaw","1977-00-00","Vinyl 7''"
"Metro","1976-00-00","Vinyl 7''"
"Easy to do","1982-00-00","Vinyl 7''"
"The whole night","1989-00-00","Vinyl 7''"
"Love is just like music","1979-00-00","Vinyl 7''"
"I'm sorry sir","1975-00-00","Vinyl 7''"
"Everlasting love","1986-00-00","Vinyl 7''"
"Mundo mentiroso","1981-00-00","Vinyl 7''"
"Rope dancer","1991-00-00","Vinyl 7''"
"Your soul","1988-00-00","Vinyl 7''"
"No regrets","1987-00-00","Vinyl 7''"
"No way to heaven","1987-00-00","Vinyl 7''"
"Nobody knows","1981-00-00","Vinyl 7''"
"Charlena","1981-00-00","Vinyl 7''"
"Charlena","1981-00-00","Vinyl 7''"
"Fly","1980-00-00","Vinyl 7''"
"Fly","1980-00-00","Vinyl 7''"
"Over the hill","1980-00-00","Vinyl 7''"
"Fly (\"Vuelo\")","1980-00-00","Vinyl 7''"
"Rope dancer","1978-00-00","Vinyl 7''"
"Down down underground","1993-00-00","CD"
"Skin // Such mama","1991-00-00","Vinyl 7''"
"Turn off","1984-00-00","Vinyl 7''"
"Je te veux qui","1989-00-00","Vinyl 7''"
"Sex muziek & geld","1995-00-00","CD"
"Creaking windows","1987-00-00","Vinyl 7''"
"Chinatown","1981-00-00","Vinyl 7''"
"I am a computer","1978-00-00","Vinyl 7''"
"Go back to yourself","1981-00-00","Vinyl 7''"
"Manneken-pis rock","1975-00-00","Vinyl 7''"
"Apollo 11","1970-00-00","Vinyl 7''"
"Men alone","1985-00-00","Vinyl 7''"
"Granada","1965-00-00","Vinyl 7''"
"Flashlight on the disconight","1983-00-00","Vinyl 7''"
"Time is up","1970-00-00","Vinyl 7''"
"Time is up","1970-00-00","Vinyl 7''"
"Stop the music","1970-00-00","Vinyl 7''"
"Choo-choo","1970-00-00","Vinyl 7''"
"Rock the bop","1982-00-00","Vinyl 7''"
"I want to sing","1966-00-00","Vinyl 7''"
"Witte nachten","1981-00-00","Vinyl 7''"
"We gaan naar zee","1981-00-00","Vinyl 7''"
"Jij bent mijn type niet","1981-00-00","Vinyl 7''"
"Jong zijn","1993-00-00","Vinyl 7''"
"Shake baby shake","1961-00-00","Vinyl 7''"
"Niets is voor altijd","1982-00-00","Vinyl 7''"
"I can't sleep at night","1991-00-00","Vinyl 7''"
"Temporary chicken","1988-00-00","Vinyl 7''"
"Zoulou dance","1963-00-00","Vinyl 7''"
"Madison for you","1963-00-00","Vinyl 7''"
"Congo twist","1962-00-00","Vinyl 7''"
"Twist à Saint Tropez","1989-00-00","Vinyl 12''"
"Time is up","1970-00-00","Vinyl 7''"
"Gas","1983-00-00","Vinyl 7''"
"I wish I could cry","1983-00-00","Vinyl 7''"
"Boer Bavo","1965-00-00","Vinyl 7''"
"The lies in your eyes","1993-00-00","CD"
"Take me away","1987-00-00","Vinyl 7''"
"Love, love, love","1986-00-00","Vinyl 7''"
"The bird and the hunter","1969-00-00","Vinyl 7''"
"I hear music","1985-00-00","Vinyl 7''"
"I miss you","1984-00-00","Vinyl 7''"
"Local radio D.J.","1983-00-00","Vinyl 7''"
"Ooh! I love you","1983-00-00","Vinyl 7''"
"Yellow lights","1982-00-00","Vinyl 7''"
"Let me be a drag queen","1995-00-00","CD"
"Going trough the motion","1985-00-00","Vinyl 7''"
"Chigago trip","1989-00-00","Vinyl 7''"
"Ten million women","1970-00-00","Vinyl 7''"
"You've got to move it on","1984-00-00","Vinyl 7''"
"I wanna Rolls","1967-00-00","Vinyl 7''"
"Antwerp","1971-00-00","Vinyl 7''"
"Antwerp","1970-00-00","Vinyl 7''"
"You've got to move it on","1984-00-00","Vinyl 7''"
"Whole lotta","1984-00-00","Vinyl 7''"
"Fort Amalo","1964-00-00","Vinyl 7''"
"Widi Widi Widi","1992-00-00","Vinyl 7''"
"It's all right","1992-00-00","Vinyl 7''"
"Help me stay","1986-00-00","Vinyl 7''"
"C'est si bon","1988-00-00","Vinyl 7''"
"New pony","1993-00-00","CD"
"Lover's story","1967-00-00","Vinyl 7''"
"Pourquoi les petites bananes","1987-00-00","Vinyl 7''"
"I'm a believer","1976-00-00","Vinyl 7''"
"Donna oh donna","1969-00-00","Vinyl 7''"
"You're the one","1986-00-00","Vinyl 7''"
"De bakker van de Coo","1980-00-00","Vinyl 7''"
"In my loneliness","1978-00-00","Vinyl 7''"
"Wreckless Johnny","1981-00-00","Vinyl 7''"
"Blue melody","1960-00-00","Vinyl 7''"
"Time turns around","1992-00-00","Vinyl 7''"
"Hold me","1990-00-00","Vinyl 7''"
"Jij & zij","1983-00-00","Vinyl 7''"
"You ain't gonna R&R","1975-00-00","Vinyl 7''"
"Eyes of blue velvet","1964-00-00","Vinyl 7''"
"La vie en rose","1983-00-00","Vinyl 7''"
"Charlie Brown","1975-00-00","Vinyl 7''"
"Stare con te","1974-00-00","Vinyl 7''"
"Too experienced","1970-00-00","Vinyl 7''"
"For your love","1992-00-00","Vinyl 7''"
"Une larme de joie","1968-00-00","Vinyl 7''"
"Beat it","1990-00-00","Vinyl 7''"
"Why should we wait?","1993-00-00","CD"
"Loud and clear","1996-00-00","CD"
"La bamba","1992-00-00","Vinyl 7''"
"Man overboord","1984-00-00","Vinyl 7''"
"Brainkiller / Gimme some acid","1988-00-00","Vinyl 7''"
"My man is a sweet man","1987-00-00","Vinyl 7''"
"Tonight","1987-00-00","Vinyl 7''"
"Turbo Reanimacija / Massagraf split","1993-00-00","Vinyl 7''"
"Locked in your heart","1993-00-00","CD"
"Broken hearted melody","1975-00-00","Vinyl 7''"
"Hey enoeist!","1988-00-00","Vinyl 7''"
"Dansen op het strand","1989-00-00","Vinyl 7''"
"Ik zou het overdoen","1983-00-00","Vinyl 7''"
"Vreemde vogels","1976-00-00","Vinyl 7''"
"Into the groove","1985-00-00","Vinyl 7''"
"Santa Belgica","1990-00-00","Vinyl 7''"
"Dirk Frimout","1992-00-00","Vinyl 7''"
"Arretez!","1992-00-00","Vinyl 7''"
"Avec","1992-00-00","CD"
"Alone","1981-00-00","Vinyl 7''"
"Hazewee","1991-00-00","Vinyl 7''"
"De regent valt","1992-00-00","Vinyl 7''"
"Baby tu me rends fou","1983-00-00","Vinyl 7''"
"45 tours","1987-00-00","Vinyl 7''"
"Lovely in the sun","1967-00-00","Vinyl 7''"
"Tartine & boterham","1990-00-00","Vinyl 7''"
"I'm hurt","1982-00-00","Vinyl 7''"
"Treat me","1988-00-00","Vinyl 7''"
"Thousand years from you","1982-00-00","Vinyl 7''"
"Soulouwe","1963-00-00","Vinyl 7''"
"Counterparts / Langing for the ancient kingdom II","1993-00-00","Vinyl 7''"
"Hot pants","1962-00-00","Vinyl 7''"
"Non, je n'danserai pas avec toi","1991-00-00","Vinyl 7''"
"Hey little baby","1990-00-00","Vinyl 7''"
"Sterker dan taal","1993-00-00","CD"
"Lonely again","1992-00-00","Vinyl 7''"
"Airport","1995-00-00","CD"
"Ruel of the game","1987-00-00","Vinyl 7''"
"Get off","1982-00-00","Vinyl 7''"
"Fqtbtm","1993-00-00","CD"
"Ik wil nog niet naar huis","1992-00-00","Vinyl 7''"
"Naisha","1984-00-00","Vinyl 7''"
"Everybody, get up and boogie","1993-00-00","Vinyl 7''"
"Cadance infernale","1980-00-00","Vinyl 7''"
"Love forever","1969-00-00","Vinyl 7''"
"Loop di love","1994-00-00","CD"
"Trouw met mij","1991-00-00","Vinyl 7''"
"La rumba de bouchon!","1981-00-00","Vinyl 7''"
"Cadance infernale","1980-00-00","Vinyl 7''"
"Sabrina","1990-00-00","Vinyl 7''"
"Soundcraft","1983-00-00","Vinyl 7''"
"Jungleboys","1990-00-00","Vinyl 7''"
"Blue beat","1969-00-00","Vinyl 7''"
"Antwerp","1981-00-00","Vinyl 7''"
"Teardrops","1993-00-00","CD"
"Hollywood scratch","1984-00-00","Vinyl 7''"
"Come on and tell","1961-00-00","Vinyl 7''"
"Dance computer 2","1990-00-00","Vinyl 7''"
"Blankenberge","1990-00-00","Vinyl 7''"
"Don't bother to knock","1980-00-00","Vinyl 7''"
"Sunday morning","1974-00-00","Vinyl 7''"
"Alaska","1993-00-00","CD"
"Pak me","1993-00-00","CD"
"Storm of love","1975-00-00","Vinyl 7''"
"Diamonds","1980-00-00","Vinyl 7''"
"Toyota Carina","1991-00-00","Vinyl 7''"
"Goulash","1992-00-00","Vinyl 7''"
"Dansen zonder schoenen","1991-00-00","Vinyl 7''"
"Like a child","1981-00-00","Vinyl 7''"
"Follow me","1987-00-00","Vinyl 7''"
"Fashion victims","1988-00-00","Vinyl 7''"
"Spacer","1990-00-00","Vinyl 7''"
"Forever together","1987-00-00","Vinyl 7''"
"Sunday morning","1977-00-00","Vinyl 7''"
"Body line","1988-00-00","Vinyl 7''"
"Love dreams","1987-00-00","Vinyl 7''"
"Sunlight","1983-00-00","Vinyl 7''"
"Sugar & cane","1994-00-00","CD"
"High in the larch!","1983-00-00","Vinyl 7''"
"How about yoy?","1993-00-00","CD"
"Hoo doo you","1993-00-00","CD"
"I'll be back","1970-00-00","Vinyl 7''"
"Raggy show","1971-00-00","Vinyl 7''"
"Sensualité","1993-00-00","CD"
"Minute","1992-00-00","Vinyl 7''"
"Jumping dance","1986-00-00","Vinyl 7''"
"Liberty","1987-00-00","Vinyl 7''"
"Fluxland","1994-00-00","CD"
"Blue beat","1964-00-00","Vinyl 7''"
"Roll in my sweet baby's arms","1985-00-00","Vinyl 7''"
"Maggie","1987-00-00","Vinyl 7''"
"No choice","1988-00-00","Vinyl 7''"
"Trust me","1993-00-00","Vinyl 7''"
"Break out","1988-00-00","Vinyl 7''"
"Starfish bowl","1995-00-00","CD"
"Open mind","1988-00-00","Vinyl 7''"
"Jabadabedou","1964-00-00","Vinyl 7''"
"Spike's breakdown","1988-00-00","Vinyl 7''"
"Really don't know why","1965-00-00","Vinyl 7''"
"Anita","1974-00-00","Vinyl 7''"
"The guide's death","1963-00-00","Vinyl 7''"
"Big brothers","1979-00-00","Vinyl 7''"
"Lady la la la","1973-00-00","Vinyl 7''"
"Million dollar home","1993-00-00","Vinyl 7''"
"Country roads","1992-00-00","Vinyl 7''"
"The key to her heart","1990-00-00","Vinyl 7''"
"The spell is broken","1990-00-00","Vinyl 7''"
"Twist à Saint Tropez","1978-00-00","Vinyl 7''"
"What I need tonight","1995-00-00","CD"
"Twist à Saint Tropez","1978-00-00","Vinyl 7''"
"The only revolution","1991-00-00","Vinyl 7''"
"I saw the light","1993-00-00","Vinyl 7''"
"I'll try","1963-00-00","Vinyl 7''"
"Buon natale (blue background)","1989-00-00","Vinyl 7''"
"For a moment","1994-00-00","CD"
"Row with me","1993-00-00","CD"
"My hands are tied","1993-00-00","CD"
"Senti mi corazon (Boum boum)","1972-00-00","Vinyl 7''"
"Without your love","1964-00-00","Vinyl 7''"
"Ching-ching twist","1962-00-00","Vinyl 7''"
"I give all","1967-00-00","Vinyl 7''"
"One kiss might say","1994-00-00","CD"
"Young wild beautiful","1993-00-00","CD"
"Trop triste","1982-00-00","Vinyl 7''"
"Falbala","1981-00-00","Vinyl 7''"
"En volant","1981-00-00","Vinyl 7''"
"Twist à Saint Tropez","1978-00-00","Vinyl 7''"
"Set him free","1964-00-00","Vinyl 7''"
"Boum boum","1972-00-00","Vinyl 7''"
"Lou Lou","1964-00-00","Vinyl 7''"
"Fat man","1965-00-00","Vinyl 7''"
"Mona Lisa","1965-00-00","Vinyl 7''"
"Come closer to me","1968-00-00","Vinyl 7''"
"I'm burned","1967-00-00","Vinyl 7''"
"Hey! little girl","1970-00-00","Vinyl 7''"
"Madeleine","1995-00-00","CD"
"Mountain bike","1992-00-00","Vinyl 7''"
"Baby, please don't go","1991-00-00","Vinyl 7''"
"Dans baby","1984-00-00","Vinyl 7''"
"Harmonizing","1982-00-00","Vinyl 7''"
"Ca fume","1978-00-00","Vinyl 7''"
"You gotta help me","1970-00-00","Vinyl 7''"
"Jeany","1962-00-00","Vinyl 7''"
"The stranger","1993-00-00","Vinyl 7''"
"Moscow discow","1979-00-00","Vinyl 7''"
"Moskow diskow","1979-00-00","Vinyl 7''"
"Rock around the clock","1979-00-00","Vinyl 7''"
"Moscow diskow","1979-00-00","Vinyl 7''"
"Baby","1970-00-00","Vinyl 7''"
"Don't set me free","1968-00-00","Vinyl 7''"
"Dreaming of love","1968-00-00","Vinyl 7''"
"Rock around the clock","1979-00-00","Vinyl 7''"
"Popeye","1973-00-00","Vinyl 7''"
"Yeh Yeh","1990-00-00","Vinyl 7''"
"La nuit est là","1968-00-00","Vinyl 7''"
"That gentle feeling","1972-00-00","Vinyl 7''"
"Feelin' down","1987-00-00","Vinyl 7''"
"Jane","1969-00-00","Vinyl 7''"
"As de kiekes gaan slapen","1993-00-00","Vinyl 7''"
"Freedom now","1990-00-00","Vinyl 7''"
"La poupee barbu","1995-00-00","CD"
"Ou sont-ils","1992-00-00","Vinyl 7''"
"Reviens","1991-00-00","Vinyl 7''"
"You keep me hanging on","1983-00-00","Vinyl 7''"
"I hoo","1983-00-00","Vinyl 7''"
"Romantic rock","1962-00-00","Vinyl 7''"
"Nightbird","1991-00-00","Vinyl 7''"
"River deep mountain high","1996-00-00","CD"
"Be honest with me","1970-00-00","Vinyl 7''"
"Vivere con te","1969-00-00","Vinyl 7''"
"Pourquoi fais tu l'amour","1982-00-00","Vinyl 7''"
"Why don't you let me go","1975-00-00","Vinyl 7''"
"The silent song","1985-00-00","Vinyl 7''"
"The long run","1984-00-00","Vinyl 7''"
"Dancing in the heart of the night","1986-00-00","Vinyl 7''"
"Belly-coildance","1969-00-00","Vinyl 7''"
"I have a dream","1992-00-00","Vinyl 7''"
"Self control","1980-00-00","Vinyl 7''"
"Pevers perere","1986-00-00","Vinyl 7''"
"Human killer","1981-00-00","Vinyl 7''"
"Snoopy sound","1989-00-00","Vinyl 7''"
"Runaway lover","1992-00-00","Vinyl 7''"
"Stalingrad","1988-00-00","Vinyl 7''"
"Aquarius","1987-00-00","Vinyl 7''"
"Pas d'interdit","1987-00-00","Vinyl 7''"
"Marine / English Subtitles split","1981-00-00","Vinyl 7''"
"Feel the beat","1991-00-00","Vinyl 7''"
"Polymove","1990-00-00","Vinyl 7''"
"Same beat","1982-00-00","Vinyl 7''"
"Worries","1991-00-00","Vinyl 7''"
"Hip-hip hurray","1969-00-00","Vinyl 7''"
"Going back to my roots","1989-00-00","Vinyl 7''"
"Vele mooie vrouwen","1990-00-00","Vinyl 7''"
"A place in the sun","1993-00-00","Vinyl 7''"
"Living alone","1983-00-00","Vinyl 7''"
"My babe is playing the blues","1990-00-00","Vinyl 7''"
"Kiss me once, kiss me twice","1980-00-00","Vinyl 7''"
"Daisy","1977-00-00","Vinyl 7''"
"Do you do you brush your teeth","1980-00-00","Vinyl 7''"
"Once again","1981-00-00","Vinyl 7''"
"Queen of love","1962-00-00","Vinyl 7''"
"Different","1987-00-00","Vinyl 7''"
"Fabled table","1995-00-00","CD"
"Let's go","1991-00-00","Vinyl 7''"
"'k Werd wakker","1990-00-00","Vinyl 7''"
"De weg","1990-00-00","Vinyl 7''"
"The snob","1963-00-00","Vinyl 7''"
"Dance on the ska","1989-00-00","Vinyl 7''"
"Love me your own way","1987-00-00","Vinyl 7''"
"Mijn hond","1994-00-00","Vinyl 7''"
"My desire","1990-00-00","Vinyl 7''"
"Life in reverse","1981-00-00","Vinyl 7''"
"Riding the tide","1994-00-00","Vinyl 7''"
"I can help","1992-00-00","Vinyl 7''"
"Cloud 9","1990-00-00","Vinyl 7''"
"Can we stay forever young","1989-00-00","Vinyl 7''"
"Maria","1989-00-00","Vinyl 7''"
"Top of the world","1988-00-00","Vinyl 7''"
"Best days of my life","1989-00-00","Vinyl 7''"
"Ik voel me goed (af en toe)","1981-00-00","Vinyl 7''"
"Ramaya","1994-00-00","CD"
"Muchachas","1986-00-00","Vinyl 7''"
"Que pasa? Manana!","1985-00-00","Vinyl 7''"
"Morfino","1981-00-00","Vinyl 7''"
"You and me (+ Steve)","1991-00-00","Vinyl 7''"
"Ask your mama","1985-00-00","Vinyl 7''"
"Silly old song","1978-00-00","Vinyl 7''"
"To the yeah yoh","1980-00-00","Vinyl 7''"
"De wereld","1992-00-00","CD"
"I don't like reggae, I love it (+ Macka B)","1992-00-00","CD"
"Summer-memories 81","1981-00-00","Vinyl 7''"
"House of love","1991-00-00","Vinyl 7''"
"I got a feeling today","1978-00-00","Vinyl 7''"
"No presents for me","1967-00-00","Vinyl 7''"
"I'm going home to Sacramento","1971-00-00","Vinyl 7''"
"Woman I love you","1983-00-00","Vinyl 7''"
"Merry-go-round","1975-00-00","Vinyl 7''"
"One day trip","1971-00-00","Vinyl 7''"
"True warm tenderness","1969-00-00","Vinyl 7''"
"Loop t loop","1995-00-00","CD"
"I'll never say goodbay","1965-00-00","Vinyl 7''"
"Georgia","1970-00-00","Vinyl 7''"
"Nasty business","1989-00-00","Vinyl 7''"
"Country trip","1974-00-00","Vinyl 7''"
"Moan on the sly","1983-00-00","Vinyl 7''"
"Verblind door liefde","1990-00-00","Vinyl 7''"
"Ik wil nog niet naar huis","1991-00-00","Vinyl 7''"
"Klein duimpje","1992-00-00","CD"
"Saturday night","1978-00-00","Vinyl 7''"
"Let us beat in Rio","1965-00-00","Vinyl 7''"
"I still love you","1985-00-00","Vinyl 7''"
"Down by the riverside","1961-00-00","Vinyl 7''"
"The island","1994-00-00","CD"
"A better place","1994-00-00","CD"
"Looking for you","1993-00-00","CD"
"Girl","1970-00-00","Vinyl 7''"
"Mustapha","1994-00-00","Vinyl 7''"
"Le dormeur (The remixes)","1990-00-00","Vinyl 7''"
"Back to words","1988-00-00","Vinyl 7''"
"Surrender","1979-00-00","Vinyl 7''"
"Do you remember","1979-00-00","Vinyl 7''"
"Vomito negro//s.core//Truncheon","1986-00-00","Vinyl 7''"
"Gimme love","1993-00-00","Vinyl 7''"
"De dagen van de radio","1992-00-00","Vinyl 7''"
"Girl","1970-00-00","Vinyl 7''"
"One more try","1995-00-00","CD"
"Le dormeur (The remixes)","1990-00-00","CD"
"Pure soul","1973-00-00","Vinyl 7''"
"Tendrement","1983-00-00","Vinyl 7''"
"Zakgeld","1983-00-00","Vinyl 7''"
"Would you mind","1990-00-00","Vinyl 7''"
"S.O.S.... 'k Verloor m'n hart aan jou","1990-00-00","Vinyl 7''"
"Solidair","1982-00-00","Vinyl 7''"
"Ozon, no time to waste","1990-00-00","Vinyl 7''"
"Flash-light","1988-00-00","Vinyl 7''"
"Le seigneur des ténèbres","1990-00-00","Vinyl 7''"
"Le dormeur","1990-00-00","Vinyl 7''"
"French girls","1978-00-00","Vinyl 7''"
"Tentazione","1990-00-00","Vinyl 7''"
"Dynamite","1982-00-00","Vinyl 7''"
"Rendez-vous","1983-00-00","Vinyl 7''"
"Rendez-vous","1983-00-00","Vinyl 7''"
"Flexy biography Eurovision '83","1983-00-00","Vinyl 7''"
"The lonely guys","1982-00-00","Vinyl 7''"
"Samson","1981-00-00","Vinyl 7''"
"Boogaloo in yazazoo","1985-00-00","Vinyl 7''"
"Let me sing","1981-00-00","Vinyl 7''"
"Get up","1980-00-00","Vinyl 7''"
"Key to your heart","1983-00-00","Vinyl 7''"
"Where's the party?","1992-00-00","Vinyl 7''"
"Jump in the dark (springen)","1986-00-00","Vinyl 7''"
"I wanna lay my head","1991-00-00","Vinyl 7''"
"Back to the Beatles","1977-00-00","Vinyl 7''"
"Buona sera, Angelina","1975-00-00","Vinyl 7''"
"Sweet lips","1981-00-00","Vinyl 7''"
"Tombe le neige","1984-00-00","Vinyl 7''"
"Cha-cha d'amore","1977-00-00","Vinyl 7''"
"C'est moi","1989-00-00","Vinyl 7''"
"No no sheriff","1978-00-00","Vinyl 7''"
"Santiago lover","1978-00-00","Vinyl 7''"
"Incredible","1996-00-00","CD"
"Turn on","1993-00-00","Vinyl 7''"
"Cardiocleptomanie / Learning to cope with cowardice","1983-05-00","Vinyl 7''"
"Hey aloha","1979-00-00","Vinyl 7''"
"Do suidaonja","1980-00-00","Vinyl 7''"
"Home, sweet home!","1992-00-00","CD"
"Rock & roll woman","1980-00-00","Vinyl 7''"
"Caught","1988-00-00","Vinyl 7''"
"No no sheriff","1978-00-00","Vinyl 7''"
"I wanna be loved","1989-00-00","Vinyl 7''"
"You are special","1992-00-00","Vinyl 7''"
"You gotta come back","1988-00-00","Vinyl 7''"
"Bojangle plays tonight, Storingen","1979-00-00","Vinyl 7''"
"Feel better","1984-00-00","Vinyl 7''"
"Private meltdown","1992-00-00","Vinyl 7''"
"Wendy James","1989-00-00","Vinyl 7''"
"Opti pipo tist","1986-00-00","Vinyl 7''"
"Victime de l'amour","1982-00-00","Vinyl 7''"
"I've been waiting","1989-00-00","Vinyl 7''"
"I don't believe you","1981-00-00","Vinyl 7''"
"In my brain","1981-00-00","Vinyl 7''"
"I'm gonna be the best guy","1978-00-00","Vinyl 7''"
"Maartse buien & aprilse grillen","1991-00-00","Vinyl 7''"
"Zyleco","1984-00-00","Vinyl 12''"
"Cross my heart","1984-00-00","Vinyl 7''"
"Ambigu","1984-00-00","Vinyl 7''"
"Siberian fire","1983-00-00","Vinyl 7''"
"Shangai Express","1982-00-00","Vinyl 7''"
"Adventures on the bottom of the sea","1981-00-00","Vinyl 7''"
"Storingen","1979-00-00","Vinyl 7''"
"The king of the rumba","1987-00-00","Vinyl 7''"
"Monsieur Hauser","1982-00-00","Vinyl 7''"
"Vogelzaad","1982-00-00","Vinyl 7''"
"Never blue","1976-00-00","Vinyl 7''"
"The sheick of Bagdad","1980-00-00","Vinyl 7''"
"Motion in moods","1985-00-00","Vinyl 7''"
"Josée come back","1972-00-00","Vinyl 7''"
"Let's go boys","1960-00-00","Vinyl 7''"
"Adventures on the bottom of the sea","1981-00-00","Vinyl 7''"
"Broken melody","1970-00-00","Vinyl 7''"
"Amicalement votre","1986-00-00","Vinyl 7''"
"Starvation of a mind","1986-00-00","Vinyl 7''"
"Tragedy","1988-00-00","Vinyl 7''"
"Taste of Candy","1988-00-00","Vinyl 7''"
"Déjà vu","1989-00-00","Vinyl 7''"
"South of the border","1978-00-00","Vinyl 7''"
"The man in the cloud","1981-00-00","Vinyl 7''"
"Woman","1980-00-00","Vinyl 7''"
"All alone","1980-00-00","Vinyl 7''"
"Let me touch the sky","1979-00-00","Vinyl 7''"
"Gimme rock 'n roll","1982-00-00","Vinyl 7''"
"That girl too","1988-00-00","Vinyl 7''"
"Don't miss the kiss","1990-00-00","Vinyl 7''"
"Five o'clock... my ass","1991-00-00","Vinyl 7''"
"It became a problem","1983-00-00","Vinyl 7''"
"Bien loin d'ici","1989-00-00","Vinyl 7''"
"Pour toi","1987-00-00","Vinyl 7''"
"Aimez moi","1985-00-00","Vinyl 7''"
"The omen rap","1989-00-00","Vinyl 7''"
"Macho","1984-00-00","Vinyl 7''"
"Paris ville-lumière","1983-00-00","Vinyl 7''"
"I scared myself","1987-00-00","Vinyl 7''"
"Took en a new excitement","1984-00-00","Vinyl 7''"
"Oh oh oh oh","1982-00-00","Vinyl 7''"
"Pasadena","1970-00-00","Vinyl 7''"
"I'm so in love","1977-00-00","Vinyl 7''"
"I'm so in love","1991-00-00","Vinyl 7''"
"My little girl","1977-00-00","Vinyl 7''"
"Mystical music","1989-00-00","Vinyl 7''"
"Humungus","1983-00-00","Vinyl 7''"
"Between","1982-00-00","Vinyl 7''"
"Jeugdsentiment","1992-00-00","Vinyl 7''"
"All things work together","1971-00-00","Vinyl 7''"
"Muddy water","1972-00-00","Vinyl 7''"
"I love Suzie","1972-00-00","Vinyl 7''"
"Love me with all of your heart","1978-00-00","Vinyl 7''"
"Are you ready lazy people","1973-00-00","Vinyl 7''"
"Hey na na","1973-00-00","Vinyl 7''"
"Please, don't leave me","1994-00-00","CD"
"Ice cream","1978-00-00","Vinyl 7''"
"Scheil zat","1978-00-00","Vinyl 7''"
"Espana te quiero / Raindrops","1980-00-00","Vinyl 7''"
"Roem en rijkdom","1992-00-00","CD"
"Jig a jube jube","1971-00-00","Vinyl 7''"
"Bring it on home to me","1975-00-00","Vinyl 7''"
"Cry","1977-00-00","Vinyl 7''"
"Get up","1977-00-00","Vinyl 7''"
"Summerland","1976-00-00","Vinyl 7''"
"Summerland","1976-00-00","Vinyl 7''"
"Dixie Joe","1961-00-00","Vinyl 7''"
"Sherry","1976-00-00","Vinyl 7''"
"The rock parade","1975-00-00","Vinyl 7''"
"Hey na na","1973-00-00","Vinyl 7''"
"Sarah","1975-00-00","Vinyl 7''"
"I'm so in love with you","1974-00-00","Vinyl 7''"
"Say hello to the world","1974-00-00","Vinyl 7''"
"Go down slow","1973-00-00","Vinyl 7''"
